test_launch_id,recruitment_step_id,candidate_id,sent_at,valid_until,token,started_test,status,test_version_id,score_result,counter,ip,user_agent,finished_at,demo,selected,last_action,distance,cod_pendencia_vagas,data_pendencia_vagas,reliability_score,reliability_color,reused,cod_vaga_vagas,time_used,favorite,hit_percentage,failed_send_error,candidate_results_token,candidate_results_token_created_at,can_answer_test_again,self_evaluation,custom_time,recruitment_candidate_average_id,random_test_questions,position,score_redaction,candidate_id,recruitment_step_id
831816,43687,710384,2020-10-19 16:04:27.000000,2020-12-31 17:59:59.000000,jY7egxc8MN1QfYwFIwD8PRBr0IsdFF,,6,10806,0,-1,,,2020-11-03 12:37:37.000000,false,true,2020-11-03 12:37:37.000000,43.3,,,,,false,,0,false,0,,,,false,false,0,463011,,668,,710384,43687
831322,43687,711100,2020-10-19 16:03:39.000000,2020-12-31 17:59:59.000000,Snk36TYq9znQcecPpar8iXbe66xRT8,2020-10-19 16:15:11.000000,6,10806,0,1,201.93.196.16,"Mozilla/5.0 (Linux; Android 9; Redmi Note 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.99 Mobile Safari/537.36",2020-11-03 12:37:38.000000,false,true,2020-11-03 12:37:38.000000,17.1,,,30,red,false,,52,false,0,,,,false,false,0,463843,,669,,711100,43687
831559,43687,710884,2020-10-19 16:03:59.000000,2020-12-31 17:59:59.000000,HLy6MkFSm8YLjromeWwjUSF4Pi0nBL,,6,10806,0,-1,,,2020-11-03 12:37:43.000000,false,true,2020-11-03 12:37:43.000000,,,,,,false,,0,false,0,,,,false,false,0,463598,,692,,710884,43687
831523,43687,710219,2020-10-19 16:03:57.000000,2020-12-31 17:59:59.000000,47RorByTq833BuKvDM7UlYrIY1RkrR,,6,10806,0,-1,,,2020-11-03 12:37:43.000000,false,true,2020-11-03 12:37:43.000000,,,,,,false,,0,false,0,,,,false,false,0,462771,,693,,710219,43687
831561,43687,711060,2020-10-19 16:04:00.000000,2020-12-31 17:59:59.000000,QuRLZVqV43tO8e7o6kU6R01DT2moRn,,6,10806,0,-1,,,2020-11-03 12:37:43.000000,false,true,2020-11-03 12:37:43.000000,15.7,,,,,false,,0,false,0,,,,false,false,0,463795,,694,,711060,43687
831689,43687,710745,2020-10-19 16:04:14.000000,2020-12-31 17:59:59.000000,ZPok8PoJoftndSJwKxSXm1vQT2Ck4e,,6,10806,0,-1,,,2020-11-03 12:37:42.000000,false,true,2020-11-03 12:37:42.000000,23.4,,,,,false,,0,false,0,,,,false,false,0,463445,,690,,710745,43687
831945,43687,710356,2020-10-19 16:04:49.000000,2020-12-31 17:59:59.000000,VQqEd9Cino6TXB76IT8eUTHbyrUTlL,2020-10-19 19:14:43.000000,6,10806,0,1,189.102.56.133,"Mozilla/5.0 (Linux; Android 10; moto g(7) play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.99 Mobile Safari/537.36",2020-11-03 12:35:38.000000,false,true,2020-11-03 12:35:38.000000,,,,30,red,false,,33,false,0,,,,false,false,0,462976,,139,,710356,43687
831946,43687,714979,2020-10-19 16:04:49.000000,2020-12-31 17:59:59.000000,h25Zzb3M6o4LEI6lVX2XPCx1pCnWIm,,6,10806,0,-1,,,2020-11-03 12:37:41.000000,false,true,2020-11-03 12:37:41.000000,,,,,,false,,0,false,0,,,,false,false,0,468079,,684,,714979,43687
831826,43687,410629,2020-10-19 16:04:29.000000,2020-12-31 17:59:59.000000,wLDrBkwEI3Btvpvb3b5j2vM9amCpij,,6,10806,0,-1,,,2020-11-03 12:37:41.000000,false,true,2020-11-03 12:37:41.000000,14.5,,,,,false,,0,false,0,,,,false,false,0,462899,,683,,410629,43687
831443,43687,715185,2020-10-19 16:03:50.000000,2020-12-31 17:59:59.000000,f9u39haV9Ta3quaxLnAM6vCeRRmyeD,2020-10-19 19:00:37.000000,6,10806,0,1,179.250.18.61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:35:35.000000,false,true,2020-11-03 12:35:35.000000,19.2,,,30,red,false,,52,false,0,,,,false,false,0,468318,,151,,715185,43687
831427,43687,710798,2020-10-19 16:03:49.000000,2020-12-31 17:59:59.000000,Qk8FMyjbnLcrqAfMOqd6vOlp2xCMxr,2020-10-19 20:59:19.000000,6,10806,0,1,170.80.186.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:35:53.000000,false,true,2020-11-03 12:35:53.000000,18,,,30,red,false,,56,false,0,,,,false,false,0,463498,,98,,710798,43687
831470,43687,710365,2020-10-19 16:03:53.000000,2020-12-31 17:59:59.000000,B1S2O2JnMDfNTlWUVuMyfstSKnfdb3,2020-10-19 21:38:35.000000,6,10806,0,1,191.23.69.151,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:35:58.000000,false,true,2020-11-03 12:35:58.000000,20.3,,,30,red,false,,37,false,0,,,,false,false,0,462988,,86,,710365,43687
831464,43687,607941,2020-10-19 16:03:52.000000,2020-12-31 17:59:59.000000,xLKxDQcWvCaRxNGWAY2h3kVeS2PnWr,2020-10-20 16:17:55.000000,6,10806,0,1,170.81.211.14,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G600FY) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.99 Mobile Safari/537.36",2020-11-03 12:36:18.000000,false,true,2020-11-03 12:36:18.000000,25.2,,,30,red,false,,54,false,0,,,,false,false,0,464028,,868,,607941,43687
831455,43687,39860,2020-10-19 16:03:51.000000,2020-12-31 17:59:59.000000,jXXlFz0R47LS84G5DwhZfLcat7aCbb,,6,10806,0,-1,,,2020-11-03 12:37:30.000000,false,true,2020-11-03 12:37:30.000000,22.6,,,,,false,,0,false,0,,,,false,false,0,462979,,642,,39860,43687
831421,43687,599971,2020-10-19 16:03:49.000000,2020-12-31 17:59:59.000000,4cBkBnDzdsWDFQR5OmLH6TeXRaGHlg,,6,10806,0,-1,,,2020-11-03 12:37:31.000000,false,true,2020-11-03 12:37:31.000000,,,,,,false,,0,false,0,,,,false,false,0,463026,,643,,599971,43687
831460,43687,531415,2020-10-19 16:03:52.000000,2020-12-31 17:59:59.000000,DmVZevI5CSiJMZrY9Sd94OOKTisDQ5,,6,10806,0,-1,,,2020-11-03 12:37:31.000000,false,true,2020-11-03 12:37:31.000000,30.6,,,,,false,,0,false,0,,,,false,false,0,462917,,644,,531415,43687
831466,43687,711244,2020-10-19 16:03:52.000000,2020-12-31 17:59:59.000000,ao8bTkKt5Vq7LQEPudKuAa8Lqk5MW0,,6,10806,0,-1,,,2020-11-03 12:37:31.000000,false,true,2020-11-03 12:37:31.000000,22.6,,,,,false,,0,false,0,,,,false,false,0,464033,,646,,711244,43687
831472,43687,57452,2020-10-19 16:03:53.000000,2020-12-31 17:59:59.000000,06DcIAhapJ0DSajHKzejNkWOnBO33M,,6,10806,0,-1,,,2020-11-03 12:37:32.000000,false,true,2020-11-03 12:37:32.000000,18.6,,,,,false,,0,false,0,,,,false,false,0,463817,,647,,57452,43687
831365,43687,410332,2020-10-19 16:03:44.000000,2020-12-31 17:59:59.000000,fi3hyEoXuHzUAuR6TgY8aU6Kfj4c5a,,6,10806,0,-1,,,2020-11-03 12:37:38.000000,false,true,2020-11-03 12:37:38.000000,2.3,,,,,false,,0,false,0,,,,false,false,0,464017,,673,,410332,43687
831468,43687,409077,2020-10-19 16:03:52.000000,2020-12-31 17:59:59.000000,d3j7dh7ngehbyBDdyqKOYtwJpgFcuK,,6,10806,0,-1,,,2020-11-03 12:37:31.000000,false,true,2020-11-03 12:37:31.000000,28.6,,,,,false,,0,false,0,,,,false,false,0,463239,,645,,409077,43687
831367,43687,710740,2020-10-19 16:03:45.000000,2020-12-31 17:59:59.000000,5n1HKdjkGcrz8pP6rTW3IBQRvB4fX2,,6,10806,0,-1,,,2020-11-03 12:37:39.000000,false,true,2020-11-03 12:37:39.000000,,,,,,false,,0,false,0,,,,false,false,0,463440,,674,,710740,43687
831369,43687,710381,2020-10-19 16:03:45.000000,2020-12-31 17:59:59.000000,cpyqum4wUzGP957Ib4dQ67BFJEipfu,,6,10806,0,-1,,,2020-11-03 12:37:39.000000,false,true,2020-11-03 12:37:39.000000,25.1,,,,,false,,0,false,0,,,,false,false,0,463008,,675,,710381,43687
831371,43687,711048,2020-10-19 16:03:45.000000,2020-12-31 17:59:59.000000,m4UlTGuWOrMnX6QH27skjhdITyzFLh,,6,10806,0,-1,,,2020-11-03 12:37:39.000000,false,true,2020-11-03 12:37:39.000000,,,,,,false,,0,false,0,,,,false,false,0,463782,,676,,711048,43687
831873,43687,710382,2020-10-19 16:04:36.000000,2020-12-31 17:59:59.000000,hFQ6IdLf9QNglUZ1uyQv5btWcjuK0d,,6,10806,0,-1,,,2020-11-03 12:37:39.000000,false,true,2020-11-03 12:37:39.000000,,,,,,false,,0,false,0,,,,false,false,0,463009,,677,,710382,43687
831878,43687,711108,2020-10-19 16:04:37.000000,2020-12-31 17:59:59.000000,GNJRKY0mlsK0bYg500ynfHEmb4lzMG,,6,10806,0,-1,,,2020-11-03 12:37:40.000000,false,true,2020-11-03 12:37:40.000000,,,,,,false,,0,false,0,,,,false,false,0,463856,,678,,711108,43687
831880,43687,710879,2020-10-19 16:04:37.000000,2020-12-31 17:59:59.000000,yb8dBiE11FzMoNr83ghZgxzGYwVPd6,,6,10806,0,-1,,,2020-11-03 12:37:40.000000,false,true,2020-11-03 12:37:40.000000,,,,,,false,,0,false,0,,,,false,false,0,463593,,679,,710879,43687
831885,43687,710747,2020-10-19 16:04:38.000000,2020-12-31 17:59:59.000000,DeVSyERpcIaeCJdtAl8M1aK1XNQUPz,,6,10806,0,-1,,,2020-11-03 12:37:40.000000,false,true,2020-11-03 12:37:40.000000,,,,,,false,,0,false,0,,,,false,false,0,463447,,680,,710747,43687
831886,43687,710884,2020-10-19 16:04:38.000000,2020-12-31 17:59:59.000000,FQM1MhraWt8cJO3Pf3DksATgZ72QTd,,6,10806,0,-1,,,2020-11-03 12:37:40.000000,false,true,2020-11-03 12:37:40.000000,,,,,,false,,0,false,0,,,,false,false,0,463598,,681,,710884,43687
831888,43687,711060,2020-10-19 16:04:39.000000,2020-12-31 17:59:59.000000,nnSZlB2YZGdwipryMcsJLnJmVtNqyP,,6,10806,0,-1,,,2020-11-03 12:37:40.000000,false,true,2020-11-03 12:37:40.000000,15.7,,,,,false,,0,false,0,,,,false,false,0,463795,,682,,711060,43687
831504,43687,710355,2020-10-19 16:03:55.000000,2020-12-31 17:59:59.000000,ArP20AGN9EWviK2m7Lrc78JdiItT8s,2020-10-19 16:17:34.000000,6,10806,3,2,177.62.15.85,"Mozilla/5.0 (Linux; Android 9; SM-J730G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.99 Mobile Safari/537.36",2020-11-03 12:36:33.000000,false,true,2020-11-03 12:36:33.000000,15.9,,,25,red,false,,32,true,100,,,,false,false,0,462975,,11,,710355,43687
831737,43687,711239,2020-10-19 16:04:19.000000,2020-12-31 17:59:59.000000,VkpEf37R835ZxsaEgbXxiNjLPOjjXp,2020-10-19 16:15:27.000000,6,10806,0,1,177.149.183.103,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:37:38.000000,false,true,2020-11-03 12:37:38.000000,24.5,,,30,red,false,,26,false,0,,,,false,false,0,464027,,670,,711239,43687
831303,43687,713110,2020-10-19 16:03:37.000000,2020-12-31 17:59:59.000000,dEaBNGbuwMaGCjQxWjDLWutjceId1t,2020-10-19 16:15:33.000000,6,10806,0,1,191.181.57.117,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/86.0.4240.93 Mobile/15E148 Safari/604.1",2020-11-03 12:37:22.000000,false,true,2020-11-03 12:37:22.000000,17.8,,,30,red,false,,71,false,0,,,,false,false,0,465473,,598,,713110,43687
831677,43687,711241,2020-10-19 16:04:12.000000,2020-12-31 17:59:59.000000,Gf6rcAxDD69iWPQrQZ3PrHXX2RffdI,2020-10-19 16:15:34.000000,6,10806,0,1,187.11.61.7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:37:28.000000,false,true,2020-11-03 12:37:28.000000,24.4,,,30,red,false,,47,false,0,,,,false,false,0,464030,,629,,711241,43687
831497,43687,710916,2020-10-19 16:03:55.000000,2020-12-31 17:59:59.000000,NhQSZrlx74qV2zn2eDhotSproHAyud,2020-10-19 16:15:38.000000,6,10806,1,1,189.46.103.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",2020-11-03 12:37:22.000000,false,true,2020-11-03 12:37:22.000000,4,,,25,red,false,,66,false,33.3,,,,false,false,0,463642,,52,,710916,43687
831265,43687,715491,2020-10-19 16:03:33.000000,2020-12-31 17:59:59.000000,dsROGnTDrSD2iyjOZHmtEa1V6PNuFL,2020-10-19 16:14:18.000000,6,10806,0,1,187.37.197.31,"Mozilla/5.0 (Linux; Android 10; motorola one vision) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.99 Mobile Safari/537.36",2020-11-03 12:37:38.000000,false,true,2020-11-03 12:37:38.000000,8.1,,,30,red,false,,75,false,0,,,,false,false,0,468655,,671,,715491,43687
831478,43687,711085,2020-10-19 16:03:53.000000,2020-12-31 17:59:59.000000,Velfkw2HBy2cRFrVuoywCyOhoU6JMU,2020-10-19 18:25:20.000000,6,10806,1,1,179.34.18.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:35:25.000000,false,true,2020-11-03 12:35:25.000000,12.3,,,23,red,false,,184,false,33.3,,,,false,false,0,463826,,38,,711085,43687
831397,43687,711096,2020-10-19 16:03:47.000000,2020-12-31 17:59:59.000000,aOhBDmNKLExD5XrRN0dsNXiFp0Yp18,2020-10-19 19:31:18.000000,6,10806,0,1,24.152.64.33,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:35:42.000000,false,true,2020-11-03 12:35:42.000000,20.9,,,30,red,false,,50,false,0,,,,false,false,0,463838,,133,,711096,43687
831405,43687,710738,2020-10-19 16:03:48.000000,2020-12-31 17:59:59.000000,Gh4SLykYKpY2jF5malxSpWG9Tdzi1k,2020-10-19 16:31:29.000000,6,10806,0,-1,177.33.141.63,"Mozilla/5.0 (Linux; Android 9; Redmi Note 8T Build/PKQ1.190616.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 EdgW/1.0",2020-11-03 12:36:23.000000,false,true,2020-11-03 12:36:23.000000,12.2,,,0,green,false,,23336,false,0,,,,false,false,0,463437,,856,,710738,43687
831917,43687,714850,2020-10-19 16:04:43.000000,2020-12-31 17:59:59.000000,iPCsJZ7b5mWN4AGpFSPXoNyYqOjnHO,2020-10-19 16:20:18.000000,6,10806,0,-1,186.220.37.148,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:36:24.000000,false,true,2020-11-03 12:36:24.000000,23.8,,,0,green,false,,24010,false,0,,,,false,false,0,467822,,854,,714850,43687
831399,43687,710374,2020-10-19 16:03:47.000000,2020-12-31 17:59:59.000000,qAbmBp86mqpx3u9ShlJKAIr4asxwqn,,6,10806,0,-1,,,2020-11-03 12:37:33.000000,false,true,2020-11-03 12:37:33.000000,18.4,,,,,false,,0,false,0,,,,false,false,0,462998,,656,,710374,43687
831403,43687,598783,2020-10-19 16:03:47.000000,2020-12-31 17:59:59.000000,yp9gmx4Jbbcq8L8zQKhdqIHJYlVbd2,,6,10806,0,-1,,,2020-11-03 12:37:34.000000,false,true,2020-11-03 12:37:34.000000,,,,,,false,,0,false,0,,,,false,false,0,463812,,657,,598783,43687
831401,43687,710310,2020-10-19 16:03:47.000000,2020-12-31 17:59:59.000000,fc2wPG5Bxzw6IK9EsulolLF2HRizak,,6,10806,0,-1,,,2020-11-03 12:37:34.000000,false,true,2020-11-03 12:37:34.000000,,,,,,false,,0,false,0,,,,false,false,0,462904,,658,,710310,43687
831924,43687,711238,2020-10-19 16:04:44.000000,2020-12-31 17:59:59.000000,kIs7KaVzxzdjQYLpwpxUlCEPCTLVwS,,6,10806,0,-1,,,2020-11-03 12:37:34.000000,false,true,2020-11-03 12:37:34.000000,,,,,,false,,0,false,0,,,,false,false,0,464026,,659,,711238,43687
831407,43687,711221,2020-10-19 16:03:48.000000,2020-12-31 17:59:59.000000,yDS8rfbvdPSu9EnG6JaPSFiKVur4DO,,6,10806,0,-1,,,2020-11-03 12:37:34.000000,false,true,2020-11-03 12:37:34.000000,9.9,,,,,false,,0,false,0,,,,false,false,0,464004,,660,,711221,43687
831356,43687,711241,2020-10-19 16:03:43.000000,2020-12-31 17:59:59.000000,Hrt7dtqnBBXPVcr36gA65cQJddEuZa,2020-10-19 16:12:46.000000,6,10806,1,1,187.11.61.7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:37:33.000000,false,true,2020-11-03 12:37:33.000000,24.4,,,23,red,false,,89,false,33.3,,,,false,false,0,464030,,53,,711241,43687
831804,43687,711104,2020-10-19 16:04:26.000000,2020-12-31 17:59:59.000000,0fX3nqoDlSJPXRuVbpWdPoo7si9Ccc,,6,10806,0,-1,,,2020-11-03 12:37:33.000000,false,true,2020-11-03 12:37:33.000000,,,,,,false,,0,false,0,,,,false,false,0,463849,,652,,711104,43687
831483,43687,711065,2020-10-19 16:03:54.000000,2020-12-31 17:59:59.000000,bIq4OZJ4a0iBEkqgExJFuMnKad9Shs,,6,10806,0,-1,,,2020-11-03 12:37:33.000000,false,true,2020-11-03 12:37:33.000000,,,,,,false,,0,false,0,,,,false,false,0,463801,,653,,711065,43687
831809,43687,711065,2020-10-19 16:04:26.000000,2020-12-31 17:59:59.000000,gHSYM5CwgodeJP4A9T7Txqw7hMQ1Ha,,6,10806,0,-1,,,2020-11-03 12:37:33.000000,false,true,2020-11-03 12:37:33.000000,,,,,,false,,0,false,0,,,,false,false,0,463801,,654,,711065,43687
831434,43687,710877,2020-10-19 16:03:50.000000,2020-12-31 17:59:59.000000,r6FI3YpB1bb1WRUK0SFoWLDUxJlQCK,,6,10806,0,-1,,,2020-11-03 12:37:33.000000,false,true,2020-11-03 12:37:33.000000,,,,,,false,,0,false,0,,,,false,false,0,463591,,655,,710877,43687
584184,33799,611859,2019-09-12 16:48:19.000000,2021-08-16 00:00:00.000000,BahuPrxWKp0xAwzICUV4QklOWfZTPb,2019-09-12 17:39:11.000000,6,6154,0,2,45.181.62.198,"Mozilla/5.0 (Linux; Android 8.1.0; SM-G610M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",2019-10-06 13:22:50.000000,false,,2019-10-06 13:22:50.000000,,,,,,false,,71019,false,0,,,,false,false,0,14572,,16779,,611859,33799
831522,43687,711122,2020-10-19 16:03:56.000000,2020-12-31 17:59:59.000000,OLIKB0vorfziUZu0CA4H8aT3vm56SO,2020-10-19 16:21:47.000000,6,10806,0,1,191.255.80.137,"Mozilla/5.0 (Linux; Android 7.1.1; Moto G Play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Mobile Safari/537.36",2020-11-03 12:34:41.000000,false,true,2020-11-03 12:34:41.000000,13.7,,,30,red,false,,31,false,0,,,,false,false,0,463878,,322,,711122,43687
831779,43687,711122,2020-10-19 16:04:23.000000,2020-12-31 17:59:59.000000,GZTb1quENDL6cD5GWaYxsCke3dIRiS,2020-10-19 16:23:10.000000,6,10806,0,1,191.255.80.137,"Mozilla/5.0 (Linux; Android 7.1.1; Moto G Play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Mobile Safari/537.36",2020-11-03 12:34:54.000000,false,true,2020-11-03 12:34:54.000000,13.7,,,30,red,false,,20,false,0,,,,false,false,0,463878,,282,,711122,43687
831867,43687,710402,2020-10-19 16:04:35.000000,2020-12-31 17:59:59.000000,hltmmPvllgRDtJ54LnJNVpxaoQn4XT,2020-10-19 16:41:04.000000,6,10806,0,1,177.94.239.234,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.80 Safari/537.36 Edg/86.0.622.43",2020-11-03 12:35:15.000000,false,true,2020-11-03 12:35:15.000000,14.9,,,30,red,false,,32,false,0,,,,false,false,0,463035,,211,,710402,43687
831865,43687,710373,2020-10-19 16:04:35.000000,2020-12-31 17:59:59.000000,mqINADd1OQBhaTvtpG3uspM3HW9zLI,2020-10-19 17:45:36.000000,6,10806,1,1,201.13.76.28,"Mozilla/5.0 (Linux; Android 7.0; SM-G925I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.99 Mobile Safari/537.36",2020-11-03 12:35:21.000000,false,true,2020-11-03 12:35:21.000000,23.7,,,25,red,false,,88,false,33.3,,,,false,false,0,462997,,50,,710373,43687
831534,43687,710854,2020-10-19 16:03:57.000000,2020-12-31 17:59:59.000000,gTMqLKPApjYbPIMyIzfrkn0OOix8y7,2020-10-20 10:44:50.000000,6,10806,0,1,201.69.204.155,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:36:14.000000,false,true,2020-11-03 12:36:14.000000,25.5,,,30,red,false,,76,false,0,,,,false,false,0,463560,,59,,710854,43687
831538,43687,710386,2020-10-19 16:03:58.000000,2020-12-31 17:59:59.000000,tYi9tDFN7oJMXLQryL8QyC8OfZtKMC,2020-10-19 16:18:47.000000,6,10806,0,1,201.1.147.38,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",2020-11-03 12:36:49.000000,false,true,2020-11-03 12:36:49.000000,5.6,,,30,red,false,,22,false,0,,,,false,false,0,463014,,454,,710386,43687
831526,43687,600359,2020-10-19 16:03:57.000000,2020-12-31 17:59:59.000000,xpEbp6pffNpnWacn8US8Q9y8jqCcUh,,6,10806,0,-1,,,2020-11-03 12:37:20.000000,false,true,2020-11-03 12:37:20.000000,26.3,,,,,false,,0,false,0,,,,false,false,0,462911,,591,,600359,43687
831480,43687,71050,2020-10-19 16:03:53.000000,2020-12-31 17:59:59.000000,VYg3zAdQUnkY0lnvdF8FFqeJ2H7C1x,,6,10806,0,-1,,,2020-11-03 12:37:21.000000,false,true,2020-11-03 12:37:21.000000,10.8,,,,,false,,0,false,0,,,,false,false,0,463496,,592,,71050,43687
831530,43687,593960,2020-10-19 16:03:57.000000,2020-12-31 17:59:59.000000,bTw16OioW7FlPnf0YdBcypIqi363UW,,6,10806,0,-1,,,2020-11-03 12:37:21.000000,false,true,2020-11-03 12:37:21.000000,18.4,,,,,false,,0,false,0,,,,false,false,0,463858,,593,,593960,43687
831528,43687,710367,2020-10-19 16:03:57.000000,2020-12-31 17:59:59.000000,gPyfTDj6iWez2rl1VDxt22wt8Ha4eX,,6,10806,0,-1,,,2020-11-03 12:37:21.000000,false,true,2020-11-03 12:37:21.000000,14,,,,,false,,0,false,0,,,,false,false,0,462991,,594,,710367,43687
831488,43687,711113,2020-10-19 16:03:54.000000,2020-12-31 17:59:59.000000,751KZE2416o81bqtDRMmI0OwRSJHSe,,6,10806,0,-1,,,2020-11-03 12:37:21.000000,false,true,2020-11-03 12:37:21.000000,,,,,,false,,0,false,0,,,,false,false,0,463864,,595,,711113,43687
831532,43687,98717,2020-10-19 16:03:57.000000,2020-12-31 17:59:59.000000,blzdBmznhthWAzw36a3jUI5N7VEaxI,,6,10806,0,-1,,,2020-11-03 12:37:21.000000,false,true,2020-11-03 12:37:21.000000,,,,,,false,,0,false,0,,,,false,false,0,463606,,596,,98717,43687
831494,43687,710361,2020-10-19 16:03:54.000000,2020-12-31 17:59:59.000000,yl436o04SClRugnH8RFhk7vIIEIAzH,,6,10806,0,-1,,,2020-11-03 12:37:22.000000,false,true,2020-11-03 12:37:22.000000,14.1,,,,,false,,0,false,0,,,,false,false,0,462982,,597,,710361,43687
831856,43687,710378,2020-10-19 16:04:33.000000,2020-12-31 17:59:59.000000,uXI4du4ws8yB1hiMGUtvL03hFD99lB,,6,10806,0,-1,,,2020-11-03 12:37:32.000000,false,true,2020-11-03 12:37:32.000000,,,,,,false,,0,false,0,,,,false,false,0,463002,,648,,710378,43687
831859,43687,711227,2020-10-19 16:04:34.000000,2020-12-31 17:59:59.000000,vc4AtguXqrpADzj9yXZ3iWq5hF0xW5,,6,10806,0,-1,,,2020-11-03 12:37:32.000000,false,true,2020-11-03 12:37:32.000000,,,,,,false,,0,false,0,,,,false,false,0,464010,,649,,711227,43687
831861,43687,710928,2020-10-19 16:04:34.000000,2020-12-31 17:59:59.000000,yYHKqvFQFrsivWSieMrUS78BkQjuZ2,,6,10806,0,-1,,,2020-11-03 12:37:32.000000,false,true,2020-11-03 12:37:32.000000,,,,,,false,,0,false,0,,,,false,false,0,463656,,650,,710928,43687
831343,43687,710898,2020-10-19 16:03:42.000000,2020-12-31 17:59:59.000000,TYzwBq426dvwmCIzKWuQhkfYjA4kNN,,6,10806,0,-1,,,2020-11-03 12:37:30.000000,false,true,2020-11-03 12:37:30.000000,,,,,,false,,0,false,0,,,,false,false,0,463615,,637,,710898,43687
831345,43687,710881,2020-10-19 16:03:42.000000,2020-12-31 17:59:59.000000,o5zeLGf7xPxu9ugiyXhCPNtEanwqQW,,6,10806,0,-1,,,2020-11-03 12:37:30.000000,false,true,2020-11-03 12:37:30.000000,,,,,,false,,0,false,0,,,,false,false,0,463595,,638,,710881,43687
831347,43687,711231,2020-10-19 16:03:42.000000,2020-12-31 17:59:59.000000,OCUDD4aNLQuZZ41lKO9fxnZiR05Czr,,6,10806,0,-1,,,2020-11-03 12:37:30.000000,false,true,2020-11-03 12:37:30.000000,2.6,,,,,false,,0,false,0,,,,false,false,0,464016,,639,,711231,43687
831346,43687,710525,2020-10-19 16:03:42.000000,2020-12-31 17:59:59.000000,rzbGFsyAiwAyWt0HchjYfwUmb6x941,,6,10806,0,-1,,,2020-11-03 12:37:30.000000,false,true,2020-11-03 12:37:30.000000,,,,,,false,,0,false,0,,,,false,false,0,463182,,640,,710525,43687
831349,43687,711081,2020-10-19 16:03:42.000000,2020-12-31 17:59:59.000000,CdeAq1r2CMfLap6clF7dD7OVpw4Ojr,,6,10806,0,-1,,,2020-11-03 12:37:30.000000,false,true,2020-11-03 12:37:30.000000,11.2,,,,,false,,0,false,0,,,,false,false,0,463822,,641,,711081,43687
831294,43687,410629,2020-10-19 16:03:36.000000,2020-12-31 17:59:59.000000,l1W45hSrEG4ltx97SUqxTdas6lLH4G,,6,10806,0,-1,,,2020-11-03 12:37:29.000000,false,true,2020-11-03 12:37:29.000000,14.5,,,,,false,,0,false,0,,,,false,false,0,462899,,634,,410629,43687
